True Amplitude,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
170000,1.2884532505499498e-06,6.982575221066995e-07,1.1852254486067037e-07,1.7801273033023985e-07,1.4670802649406022e-07,2.832114586146224e-41,0.0,0.0
170100,1.2870668466021684e-06,6.968066174058532e-07,1.1801760341945138e-07,1.7873189280759098e-07,1.4623998607601093e-07,1.6914373490327092e-41,0.0,0.0
170200,1.285680591592675e-06,6.953663370341293e-07,1.1751347308335679e-07,1.7940798198167926e-07,1.4570403625595095e-07,1.0084778466929881e-41,0.0,0.0
170300,1.2842944870283463e-06,6.939364963931958e-07,1.1701017301896461e-07,1.800419861961176e-07,1.4510093530784767e-07,6.002638090881026e-42,0.0,0.0
170400,1.2829085344330063e-06,6.92516920492397e-07,1.16507722898516e-07,1.8063496755154629e-07,1.444315342679059e-07,3.5668373698161635e-42,0.0,0.0
170500,1.281522735347348e-06,6.911074439755643e-07,1.1600614290456555e-07,1.8118805753689505e-07,1.436967749335047e-07,2.1158740264202766e-42,0.0,0.0
170600,1.2801370913288508e-06,6.897079111418957e-07,1.1550545373426595e-07,1.8170245239548246e-07,1.4289768765534732e-07,1.2530305442928191e-42,0.0,0.0
170700,1.2787516039516991e-06,6.883181759610672e-07,1.1500567660328403e-07,1.8217940824219918e-07,1.4203538893007245e-07,7.407963926475318e-43,0.0,0.0
170800,1.2773662748067007e-06,6.869381020827229e-07,1.1450683324934455e-07,1.8262023594921538e-07,1.4111107880119517e-07,4.372214005200111e-43,0.0,0.0
170900,1.2759811055012058e-06,6.855675628405076e-07,1.140089459354006e-07,1.8302629581876497e-07,1.4012603807684947e-07,2.5761391293401745e-43,0.0,0.0
171000,1.2745960976590215e-06,6.842064412507744e-07,1.1351203745242623e-07,1.8339899206260882e-07,1.3908162537335242e-07,1.5153137650939066e-43,0.0,0.0
171100,1.2732112529203334e-06,6.82854630006124e-07,1.130161311218308e-07,1.8373976710874977e-07,1.3797927399414683e-07,8.898179727846639e-44,0.0,0.0
171200,1.2718265729416201e-06,6.815120314639045e-07,1.1252125079749219e-07,1.8405009575685749e-07,1.3682048865414655e-07,5.216330856230352e-44,0.0,0.0
171300,1.2704420593955717e-06,6.801785576298128e-07,1.1202742086740666e-07,1.8433147920465314e-07,1.3560684205996153e-07,3.0527724707397867e-44,0.0,0.0
171400,1.269057713971005e-06,6.788541301367245e-07,1.1153466625495556e-07,1.8458543896821836e-07,1.343399713568652e-07,1.7835656298964347e-44,0.0,0.0
171500,1.267673538372781e-06,6.775386802188747e-07,1.1104301241978495e-07,1.8481351071979126e-07,1.3302157445373551e-07,1.0402772567013622e-44,0.0,0.0
171600,1.2662895343217226e-06,6.762321486815148e-07,1.1055248535829897e-07,1.8501723806712277e-07,1.3165340623749336e-07,6.057235566155339e-45,0.0,0.0
171700,1.264905703554528e-06,6.749344858661556e-07,1.1006311160376529e-07,1.8519816629887098e-07,1.3023727468883702e-07,3.520993105639608e-45,0.0,0.0
171800,1.2635220478236884e-06,6.736456516115081e-07,1.09574918226031e-07,1.8535783612080498e-07,1.2877503691127014e-07,2.043248725209743e-45,0.0,0.0
171900,1.262138568897404e-06,6.723656152102235e-07,1.0908793283085058e-07,1.8549777740777854e-07,1.2726859508560834e-07,1.1837027308539174e-45,0.0,0.0
172000,1.260755268559497e-06,6.710943553615367e-07,1.0860218355882282e-07,1.8561950299651244e-07,1.2571989236224676e-07,6.845882068590684e-46,0.0,0.0
172100,1.2593721486093309e-06,6.698318601198975e-07,1.0811769908393887e-07,1.8572450254418844e-07,1.2413090870355988e-07,3.9525878225917344e-46,0.0,0.0
172200,1.257989210861722e-06,6.685781268396844e-07,1.0763450861174002e-07,1.8581423647771563e-07,1.2250365668881176e-07,2.2782374896919932e-46,0.0,0.0
172300,1.2566064571468562e-06,6.673331621160798e-07,1.0715264187708582e-07,1.858901300582677e-07,1.2084017729394944e-07,1.3109369690787378e-46,0.0,0.0
172400,1.2552238893102032e-06,6.660969817221823e-07,1.0667212914153373e-07,1.8595356758532564e-07,1.191425356585664e-07,7.530606914893391e-47,0.0,0.0
172500,1.25384150921243e-06,6.648696105424263e-07,1.0619300119032994e-07,1.8600588676397834e-07,1.1741281685221773e-07,4.3186051418797637e-47,0.0,0.0
172600,1.2524593187293177e-06,6.636510825023746e-07,1.0571528932901245e-07,1.8604837325864694e-07,1.1565312165209672e-07,2.4724206785922304e-47,0.0,0.0
172700,1.251077319751673e-06,6.624414404949424e-07,1.0523902537962805e-07,1.8608225545570678e-07,1.1386556234389779e-07,1.4130794738630522e-47,0.0,0.0
172800,1.249695514185244e-06,6.612407363031069e-07,1.0476424167656363e-07,1.8610869945668155e-07,1.1205225855742344e-07,8.062619408298838e-48,0.0,0.0
172900,1.248313903950633e-06,6.600490305191463e-07,1.0429097106199443e-07,1.861288043227905e-07,1.1021533314822637e-07,4.592520275006837e-48,0.0,0.0
173000,1.24693249098321e-06,6.588663924604562e-07,1.0381924688094925e-07,1.861435975906329e-07,1.083569081362353e-07,2.6115079720804103e-48,0.0,0.0
173100,1.245551277233027e-06,6.576929000819743e-07,1.033491029759961e-07,1.8615403107771288e-07,1.0647910071197592e-07,1.4825077778881578e-48,0.0,0.0
173200,1.24417026466473e-06,6.565286398852484e-07,1.0288057368154953e-07,1.861609769953337e-07,1.0458401932057927e-07,8.40171520615416e-49,0.0,0.0
173300,1.2427894552574743e-06,6.553737068241706e-07,1.0241369381780133e-07,1.8616522438513727e-07,1.0267375983336494e-07,4.753399133596608e-49,0.0,0.0
173400,1.2414088510048337e-06,6.542282042073987e-07,1.0194849868427906e-07,1.8616747589423609e-07,1.00750401816308e-07,2.6847630385862582e-49,0.0,0.0
173500,1.2400284539147176e-06,6.530922435974831e-07,1.0148502405303236e-07,1.8616834490248415e-07,9.881600490424058e-08,1.5138156430523515e-49,0.0,0.0
173600,1.238648266009281e-06,6.51965944706702e-07,1.0102330616145203e-07,1.8616835301397127e-07,9.687260528910686e-08,8.521290442513971e-50,0.0,0.0
173700,1.237268289324837e-06,6.508494352896198e-07,1.0056338170472365e-07,1.8616792792330374e-07,9.492221233007757e-08,4.788539769530115e-50,0.0,0.0
173800,1.2358885259117699e-06,6.4974285103236e-07,1.0010528782791935e-07,1.86167401665668e-07,9.296680529276244e-08,2.6863721726021944e-50,0.0,0.0
173900,1.2345089778344472e-06,6.486463354385954e-07,9.96490621177316e-08,1.8616700925805802e-07,9.100833022421475e-08,1.5045083848864235e-50,0.0,0.0
174000,1.2331296471711311e-06,6.475600397122428e-07,9.91947425938516e-08,1.861668877374041e-07,8.904869696982013e-08,8.41178949355991e-51,0.0,0.0
174100,1.231750536013892e-06,6.464841226368512e-07,9.874236769999641e-08,1.8616707559966503e-07,8.708977633758398e-08,4.69512901166723e-51,0.0,0.0
174200,1.230371646468518e-06,6.454187504516653e-07,9.829197629458911e-08,1.861675126422531e-07,8.513339741471788e-08,2.6162064710709333e-51,0.0,0.0
174300,1.228992980654428e-06,6.443640967243469e-07,9.784360764109595e-08,1.861680402104593e-07,8.318134504083811e-08,1.455331239547541e-51,0.0,0.0
174400,1.227614540704582e-06,6.43320342220325e-07,9.739730139802415e-08,1.8616840184683525e-07,8.123535744145853e-08,8.081966372745729e-52,0.0,0.0
174500,1.226236328765395e-06,6.42287674768749e-07,9.695309760858554e-08,1.861682443407907e-07,7.92971240248678e-08,4.480614472796819e-52,0.0,0.0
174600,1.2248583469966452e-06,6.412662891250159e-07,9.651103669003038e-08,1.8616711917397129e-07,7.736828334485426e-08,2.4798388902846463e-52,0.0,0.0
174700,1.2234805975713867e-06,6.402563868298355e-07,9.607115942265562e-08,1.8616448435531842e-07,7.545042123116238e-08,1.370170796326117e-52,0.0,0.0
174800,1.2221030826758606e-06,6.392581760647936e-07,9.563350693849386e-08,1.861597066380684e-07,7.354506908894371e-08,7.557728699433899e-53,0.0,0.0
174900,1.2207258045094052e-06,6.382718715043826e-07,9.519812070968656e-08,1.861520641093472e-07,7.165370236789897e-08,4.1617236655071024e-53,0.0,0.0
175000,1.219348765284367e-06,6.372976941644479e-07,9.47650425365477e-08,1.8614074914145947e-07,6.977773920121162e-08,2.287813051435065e-53,0.0,0.0
175100,1.2179719672260126e-06,6.363358712470156e-07,9.433431453532304e-08,1.8612487169245866e-07,6.791853921383645e-08,1.25554758578704e-53,0.0,0.0
175200,1.2165954125724372e-06,6.353866359814505e-07,9.390597912565028e-08,1.861034629421397e-07,6.607740249914281e-08,6.878776079687033e-54,0.0,0.0
175300,1.2152191035744757e-06,6.344502274618997e-07,9.34800790177266e-08,1.860754792482074e-07,6.425556876238391e-08,3.76230949337715e-54,0.0,0.0
175400,1.2138430424956146e-06,6.335268904809764e-07,9.305665719918858e-08,1.8603980640606267e-07,6.245421662897357e-08,2.0542969219832643e-54,0.0,0.0
175500,1.2124672316119011e-06,6.326168753596319e-07,9.263575692171077e-08,1.8599526419441182e-07,6.067446311504213e-08,1.1197917497261427e-54,0.0,0.0
175600,1.2110916732118522e-06,6.317204377731709e-07,9.22174216873293e-08,1.8594061118775137e-07,5.891736325729761e-08,6.093638161801546e-55,0.0,0.0
175700,1.2097163695963671e-06,6.308378385733581e-07,9.180169523449613e-08,1.8587454981571493e-07,5.7183909898758654e-08,3.310407157584737e-55,0.0,0.0
175800,1.2083413230786358e-06,6.299693436065676e-07,9.138862152387194e-08,1.8579573164829822e-07,5.547503362653438e-08,1.7953598686252148e-55,0.0,0.0
175900,1.206966535984049e-06,6.291152235279296e-07,9.097824472386151e-08,1.8570276288510172e-07,5.379160285741372e-08,9.720463305009879e-56,0.0,0.0
176000,1.2055920106501092e-06,6.282757536114222e-07,9.057060919590109e-08,1.8559421002595675e-07,5.2134424066683666e-08,5.253972169685058e-56,0.0,0.0
176100,1.2042177494263387e-06,6.274512135558651e-07,9.016575947950253e-08,1.8546860569963034e-07,5.050424215524359e-08,2.835005604828151e-56,0.0,0.0
176200,1.20284375467419e-06,6.266418872867702e-07,8.976374027706186e-08,1.8532445462674118e-07,4.890174094979894e-08,1.5271631167043464e-56,0.0,0.0
176300,1.2014700287669567e-06,6.258480627540005e-07,8.936459643843966e-08,1.851602396925633e-07,4.732754383062085e-08,8.212630477298696e-57,0.0,0.0
176400,1.2000965740896818e-06,6.250700317252042e-07,8.896837294531944e-08,1.8497442810504923e-07,4.5782214481124436e-08,4.40904457162938e-57,0.0,0.0
176500,1.198723393039067e-06,6.243080895749769e-07,8.857511489535214e-08,1.8476547761317513e-07,4.4266257753287596e-08,2.3630452984200952e-57,0.0,0.0
176600,1.1973504880233825e-06,6.235625350697198e-07,8.818486748609344e-08,1.845318427605826e-07,4.2780120642760756e-08,1.26434313739209e-57,0.0,0.0
176700,1.1959778614623778e-06,6.228336701481614e-07,8.779767599874154e-08,1.842719811494903e-07,4.132419336733904e-08,6.75341153554003e-58,0.0,0.0
176800,1.1946055157871883e-06,6.221217996975069e-07,8.74135857816834e-08,1.8398435968994518e-07,3.9898810542353037e-08,3.6011965546517684e-58,0.0,0.0
176900,1.1932334534402477e-06,6.214272313251984e-07,8.703264223385629e-08,1.8366746080969608e-07,3.850425244641732e-08,1.9170603619537106e-58,0.0,0.0
177000,1.1918616768751941e-06,6.20750275126252e-07,8.665489078793287e-08,1.833197886002945e-07,3.714074637091852e-08,1.0188027304101009e-58,0.0,0.0
177100,1.1904901885567815e-06,6.200912434461643e-07,8.62803768933373e-08,1.8293987487545237e-07,3.580846804656118e-08,5.40517505463984e-59,0.0,0.0
177200,1.1891189909607885e-06,6.19450450639369e-07,8.590914599910052e-08,1.825262851182138e-07,3.450754314028142e-08,2.8628248500472224e-59,0.0,0.0
177300,1.187748086573927e-06,6.188282128232356e-07,8.554124353656294e-08,1.8207762429412982e-07,3.323804881583164e-08,1.513718587687935e-59,0.0,0.0
177400,1.1863774778937518e-06,6.18224847627609e-07,8.517671490193157e-08,1.8159254250835133e-07,3.200001535138495e-08,7.990259062725008e-60,0.0,0.0
177500,1.1850071674285683e-06,6.176406739398908e-07,8.48156054387008e-08,1.810697404853665e-07,3.079342780754652e-08,4.210580044551003e-60,0.0,0.0
177600,1.1836371576973438e-06,6.170760116456716e-07,8.445796041994403e-08,1.8050797485101983e-07,2.9618227739247158e-08,2.215074544862431e-60,0.0,0.0
177700,1.182267451229615e-06,6.165311813649271e-07,8.410382503048568e-08,1.799060631974354e-07,2.8474314945081913e-08,1.1633224673202065e-60,0.0,0.0
177800,1.1808980505653976e-06,6.16006504183801e-07,8.375324434896027e-08,1.7926288891252643e-07,2.7361549247788324e-08,6.099261253021227e-61,0.0,0.0
177900,1.1795289582550942e-06,6.155023013820012e-07,8.340626332976807e-08,1.7857740575691273e-07,2.6279752299683587e-08,3.1924176813715056e-61,0.0,0.0
178000,1.1781601768594045e-06,6.150188941558431e-07,8.306292678493551e-08,1.778486421722633e-07,2.522870940704498e-08,1.668120923639497e-61,0.0,0.0
178100,1.176791708949234e-06,6.14556603336982e-07,8.272327936588787e-08,1.770757053063457e-07,2.420817136758073e-08,8.701631810546508e-62,0.0,0.0
178200,1.1754235571056024e-06,6.141157491068889e-07,8.23873655451448e-08,1.7625778474136567e-07,2.3217856315337264e-08,4.53147123462253e-62,0.0,0.0
178300,1.1740557239195529e-06,6.136966507071168e-07,8.205522959794438e-08,1.753941559135433e-07,2.2257451567577836e-08,2.3558254152194795e-62,0.0,0.0
178400,1.1726882119920614e-06,6.132996261454334e-07,8.172691558380687e-08,1.7448418321326873e-07,2.1326615468389473e-08,1.2226786506273182e-62,0.0,0.0
178500,1.1713210239339445e-06,6.129249918978865e-07,8.1402467328045e-08,1.735273227565966e-07,2.042497922399059e-08,6.335004186337023e-63,0.0,0.0
178600,1.1699541623657693e-06,6.125730626068882e-07,8.108192840323001e-08,1.7252312482030052e-07,1.9552148724956672e-08,3.276776606072163e-63,0.0,0.0
178700,1.1685876299177628e-06,6.122441507754045e-07,8.076534211062267e-08,1.714712359341713e-07,1.8707706350811593e-08,1.6920457972996328e-63,0.0,0.0
178800,1.1672214292297184e-06,6.119385664573542e-07,8.045275146157631e-08,1.7037140062572143e-07,1.7891212752689576e-08,8.722535460892972e-64,0.0,0.0
178900,1.1658555629509079e-06,6.116566169443233e-07,8.014419915892225e-08,1.692234628139397e-07,1.710220861001905e-08,4.488887536577771e-64,0.0,0.0
179000,1.1644900337399883e-06,6.113986064487106e-07,7.983972757834532e-08,1.6802736685022245e-07,1.6340216357447717e-08,2.306216404002298e-64,0.0,0.0
179100,1.1631248442649109e-06,6.111648357834354e-07,7.95393787497578e-08,1.6678315820606576e-07,1.560474187847998e-08,1.1828420083564397e-64,0.0,0.0
179200,1.1617599972028334e-06,6.109556020383436e-07,7.924319433868201e-08,1.6549098380855875e-07,1.489527616256771e-08,6.056458895148706e-65,0.0,0.0
179300,1.1603954952400233e-06,6.107711982534523e-07,7.895121562764815e-08,1.6415109202614525e-07,1.4211296922652921e-08,3.0958232608972727e-65,0.0,0.0
179400,1.1590313410717718e-06,6.106119130891978e-07,7.866348349761742e-08,1.62763832308505e-07,1.355227017043156e-08,1.5797883070790378e-65,0.0,0.0
179500,1.1576675374023004e-06,6.104780304938458e-07,7.838003840943889e-08,1.6132965448577553e-07,1.2917651746861218e-08,8.04798173362797e-66,0.0,0.0
179600,1.1563040869446711e-06,6.103698293682421e-07,7.810092038534788e-08,1.5984910773364097e-07,1.2306888805700156e-08,4.0929875153540324e-66,0.0,0.0
179700,1.1549409924206941e-06,6.10287583228089e-07,7.782616899051576e-08,1.5832283921209118e-07,1.1719421248114255e-08,2.0780653879508336e-66,0.0,0.0
179800,1.15357825656084e-06,6.102315598639409e-07,7.755582331465852e-08,1.5675159238685535e-07,1.1154683106646646e-08,1.053278814019711e-66,0.0,0.0
179900,1.1522158821041448e-06,6.102020209991301e-07,7.72899219537133e-08,1.551362050436781e-07,1.0612103877082115e-08,5.32957820830337e-67,0.0,0.0
180000,1.1508538717981214e-06,6.101992219458292e-07,7.702850299159139e-08,1.534776070067019e-07,1.0091109796983232e-08,2.692202241045567e-67,0.0,0.0
180100,1.1494922283986698e-06,6.102234112594846e-07,7.677160398201559e-08,1.517768175732304e-07,9.591125069902026e-09,1.357650157216409e-67,0.0,0.0
180200,1.148130954669985e-06,6.102748303918495e-07,7.651926193045127e-08,1.500349426781144e-07,9.111573034502081e-09,6.834919721980866e-68,0.0,0.0
180300,1.1467700533844658e-06,6.103537133428672e-07,7.627151327613887e-08,1.4825317180188472e-07,8.651877278036081e-09,3.4351389815866296e-68,0.0,0.0
180400,1.1454095273226266e-06,6.10460286311653e-07,7.60283938742359e-08,1.4643277463754404e-07,8.211462693836747e-09,1.723536791496888e-68,0.0,0.0
180500,1.1440493792730039e-06,6.105947673468458e-07,7.578993897807763e-08,1.4457509753166915e-07,7.789756482673454e-09,8.633008235746845e-69,0.0,0.0
180600,1.1426896120320681e-06,6.10757365996601e-07,7.555618322156384e-08,1.4268155971611786e-07,7.386189098021992e-09,4.316871317752634e-69,0.0,0.0
180700,1.1413302284041323e-06,6.109482829585068e-07,7.532716060168039e-08,1.4075364934718098e-07,7.000195135470052e-09,2.154970858251271e-69,0.0,0.0
180800,1.1399712312012614e-06,6.111677097297189e-07,7.510290446116324e-08,1.3879291936950885e-07,6.631214166651625e-09,1.07393760817825e-69,0.0,0.0
180900,1.1386126232431833e-06,6.114158282576164e-07,7.488344747131308e-08,1.3680098322253572e-07,6.278691518266432e-09,5.342961586225899e-70,0.0,0.0
181000,1.1372544073571974e-06,6.116928105912867e-07,7.466882161496897e-08,1.3477951040741468e-07,5.9420789968855235e-09,2.653691316727484e-70,0.0,0.0
181100,1.1358965863780839e-06,6.119988185341616e-07,7.445905816964769e-08,1.3273022193271799e-07,5.620835560386427e-09,1.3157824998989925e-70,0.0,0.0
181200,1.1345391631480162e-06,6.123340032981334e-07,7.425418769085855e-08,1.3065488565727995e-07,5.3144279369867354e-09,6.5130312123514535e-71,0.0,0.0
181300,1.133182140516468e-06,6.126985051594858e-07,7.405423999559913e-08,1.2855531154863165e-07,5.022331192966818e-09,3.2184559091896297e-71,0.0,0.0
181400,1.131825521340126e-06,6.130924531169802e-07,7.385924414604114e-08,1.2643334687542807e-07,4.744029250276364e-09,1.5877324443599061e-71,0.0,0.0
181500,1.130469308482797e-06,6.135159645524581e-07,7.36692284334135e-08,1.2429087135218083e-07,4.47901535531963e-09,7.819381921655702e-72,0.0,0.0
181600,1.129113504815322e-06,6.139691448943129e-07,7.348422036208998e-08,1.2212979225442573e-07,4.2267925002991685e-09,3.844438194296422e-72,0.0,0.0
181700,1.1277581132154837e-06,6.144520872841926e-07,7.330424663388888e-08,1.1995203952218062e-07,3.986873798578376e-09,1.8869426103463186e-72,0.0,0.0
181800,1.1264031365679166e-06,6.149648722473175e-07,7.312933313259169e-08,1.1775956086923316e-07,3.758782815587785e-09,9.245914031770026e-73,0.0,0.0
181900,1.1250485777640203e-06,6.155075673667805e-07,7.295950490868867e-08,1.1555431691540448e-07,3.5420538568607722e-09,4.5227893558647975e-73,0.0,0.0
182000,1.1236944397018676e-06,6.160802269622229e-07,7.279478616435707e-08,1.133382763584472e-07,3.3362322148313195e-09,2.208656728858867e-73,0.0,0.0
182100,1.1223407252861157e-06,6.16682891773266e-07,7.263520023868068e-08,1.1111341120173336e-07,3.1408743760695485e-09,1.076751375004313e-73,0.0,0.0
182200,1.1209874374279185e-06,6.173155886481044e-07,7.248076959311593e-08,1.0888169205330184e-07,2.95554819065984e-09,5.240442960739004e-74,0.0,0.0
182300,1.1196345790448356e-06,6.179783302376517e-07,7.233151579721189e-08,1.0664508351117942e-07,2.7798330054521993e-09,2.5461612981146468e-74,0.0,0.0
182400,1.118282153060743e-06,6.186711146956425e-07,7.218745951459124e-08,1.0440553964922992e-07,2.6133197629314967e-09,1.2350063134731633e-74,0.0,0.0
182500,1.1169301624057476e-06,6.193939253851012e-07,7.204862048919763e-08,1.0216499961703093e-07,2.4556110674601287e-09,5.980228714549023e-75,0.0,0.0
182600,1.1155786100160943e-06,6.201467305915849e-07,7.191501753181693e-08,9.992538336653282e-08,2.306321220648929e-09,2.890891293240816e-75,0.0,0.0
182700,1.1142274988340798e-06,6.209294832436065e-07,7.178666850687769e-08,9.768858751741724e-08,2.1650762276078248e-09,1.395118440675046e-75,0.0,0.0
182800,1.1128768318079626e-06,6.217421206406629e-07,7.166359031953731e-08,9.545648137226006e-08,2.031513775815104e-09,6.721338197977514e-76,0.0,0.0
182900,1.1115266118918773e-06,6.225845641892707e-07,7.154579890305978e-08,9.323090309173715e-08,1.9052831883290052e-09,3.232702718680614e-76,0.0,0.0
183000,1.110176842045742e-06,6.234567191474354e-07,7.14333092064911e-08,9.10136560392103e-08,1.78604535304137e-09,1.5521766272610318e-76,0.0,0.0
183100,1.1088275252351735e-06,6.243584743779588e-07,7.132613518263765e-08,8.880650530314568e-08,1.6734726296471778e-09,7.440152915258336e-77,0.0,0.0
183200,1.1074786644313986e-06,6.252897021110098e-07,7.122428977635322e-08,8.66111744049084e-08,1.567248735971078e-09,3.560310987615361e-77,0.0,0.0
183300,1.106130262611165e-06,6.262502577163652e-07,7.112778491314032e-08,8.44293421985337e-08,1.467068615257572e-09,1.7008239337921636e-77,0.0,0.0
183400,1.1047823227566543e-06,6.272399794857344e-07,7.103663148807093e-08,8.226263996817518e-08,1.3726382859907771e-09,8.111405885092962e-78,0.0,0.0
183500,1.103434847855394e-06,6.282586884255763e-07,7.095083935503147e-08,8.011264872800587e-08,1.2836746757679913e-09,3.861875417049475e-78,0.0,0.0
183600,1.1020878409001713e-06,6.293061880608182e-07,7.087041731629781e-08,7.798089672841838e-08,1.1999054407046967e-09,1.8355479597629518e-78,0.0,0.0
183700,1.1007413048889427e-06,6.303822642498753e-07,7.079537311244412e-08,7.586885717148079e-08,1.1210687718016813e-09,8.70960710614813e-79,0.0,0.0
183800,1.0993952428247506e-06,6.314866850113663e-07,7.072571341259112e-08,7.37779461377161e-08,1.0469131896534698e-09,4.125691431395763e-79,0.0,0.0
183900,1.098049657715632e-06,6.326192003629263e-07,7.066144380499794e-08,7.170952072538181e-08,9.771973288259484e-10,1.9510134930176783e-79,0.0,0.0
184000,1.0967045525745355e-06,6.337795421724974e-07,7.060256878800154e-08,6.96648774025961e-08,9.116897131767475e-10,9.210626121617073e-80,0.0,0.0
184100,1.0953599304192316e-06,6.349674240224743e-07,7.054909176130892e-08,6.764525057181533e-08,8.501685233379833e-10,4.3409360260527234e-80,0.0,0.0
184200,1.0940157942722262e-06,6.361825410870885e-07,7.050101501764522e-08,6.565181134538445e-08,7.924213575244729e-10,2.042410188593763e-80,0.0,0.0
184300,1.0926721471606764e-06,6.374245700233883e-07,7.045833973476205e-08,6.368566653009209e-08,7.382449867749243e-10,9.593297264280271e-81,0.0,0.0
184400,1.0913289921163014e-06,6.386931688761693e-07,7.042106596780998e-08,6.174785781794684e-08,6.874451056765201e-10,4.498401203784202e-81,0.0,0.0
184500,1.089986332175298e-06,6.399879769972116e-07,7.038919264207835e-08,5.983936117969025e-08,6.398360795673973e-10,2.1057840041543346e-81,0.0,0.0
184600,1.0886441703782527e-06,6.413086149791517e-07,7.036271754610615e-08,5.7961086456885985e-08,5.95240689154456e-10,9.840899782004153e-82,0.0,0.0
184700,1.087302509770058e-06,6.426546846043242e-07,7.034163732516699e-08,5.611387714781796e-08,5.534898734284439e-10,4.591146454363588e-82,0.0,0.0
184800,1.0859613533998251e-06,6.440257688088762e-07,7.032594747513198e-08,5.429851038185249e-08,5.144224717024415e-10,2.1383206759674413e-82,0.0,0.0
184900,1.0846207043207986e-06,6.454214316624726e-07,7.0315642336712e-08,5.251569707636297e-08,4.77884965545825e-10,9.942368940340828e-83,0.0,0.0
185000,1.083280565590271e-06,6.468412183638719e-07,7.03107150900838e-08,5.076608226983921e-08,4.437312213316456e-10,4.615005951250765e-83,0.0,0.0
185100,1.0819409402694973e-06,6.482846552526498e-07,7.031115774990154e-08,4.905024562435327e-08,4.118222340632644e-10,2.138552945994969e-83,0.0,0.0
185200,1.0806018314236112e-06,6.497512498373393e-07,7.031696116069624e-08,4.7368702090132925e-08,3.8202587309451036e-10,9.893115956154565e-84,0.0,0.0
185300,1.0792632421215378e-06,6.512404908402328e-07,7.0328114992666e-08,4.572190272464985e-08,3.542166303081897e-10,4.568898844755663e-84,0.0,0.0
185400,1.07792517543591e-06,6.527518482590723e-07,7.034460773785833e-08,4.411023565831451e-08,3.282753712690186e-10,2.1064702861202014e-84,0.0,0.0
185500,1.0765876344429853e-06,6.542847734458557e-07,7.036642670674744e-08,4.2534027198585406e-08,3.0408908982056623e-10,9.695372126477038e-85,0.0,0.0
185600,1.075250622222559e-06,6.558386992029494e-07,7.039355802520692e-08,4.099354306409357e-08,2.8155066655042333e-10,4.4549104565188377e-85,0.0,0.0
185700,1.0739141418578806e-06,6.574130398966999e-07,7.042598663188135e-08,3.9488989740188566e-08,2.605586315047444e-10,2.043519689489632e-85,0.0,0.0
185800,1.072578196435571e-06,6.590071915886932e-07,7.046369627595596e-08,3.802051594718663e-08,2.410169314913832e-10,9.358021203303593e-86,0.0,0.0
185900,1.071242789045538e-06,6.606205321848289e-07,7.050666951532766e-08,3.658821421249068e-08,2.2283470227129113e-10,4.278135878995e-86,0.0,0.0
186000,1.0699079227808903e-06,6.622524216023251e-07,7.055488771517737e-08,3.5192122537709407e-08,2.0592604589971465e-10,1.952497446114137e-86,0.0,0.0
186100,1.0685736007378584e-06,6.639022019547594e-07,7.06083310469447e-08,3.383222615188733e-08,1.9020981344288452e-10,8.895937555720423e-87,0.0,0.0
186200,1.0672398260157076e-06,6.655691977552446e-07,7.066697848770617e-08,3.2508459341968495e-08,1.7560939326151734e-10,4.046302319826521e-87,0.0,0.0
186300,1.0659066017166563e-06,6.672527161378019e-07,7.073080781995714e-08,3.122070735168801e-08,1.620525050201622e-10,1.8373431781414432e-87,0.0,0.0
186400,1.0645739309457934e-06,6.689520470969797e-07,7.079979563179783e-08,2.99688083401788e-08,1.4947099955111892e-10,8.328898803179813e-88,0.0,0.0
186500,1.063241816810994e-06,6.706664637457417e-07,7.087391731752445e-08,2.875255539169644e-08,1.3780066467288354e-10,3.769209183338169e-88,0.0,0.0
186600,1.0619102624228387e-06,6.723952225916339e-07,7.095314707862409e-08,2.757169856803463e-08,1.2698103703645295e-10,1.7028572656435953e-88,0.0,0.0
186700,1.0605792708945308e-06,6.741375638312152e-07,7.103745792517464e-08,2.642594699538876e-08,1.169552200477348e-10,7.680183627557493e-89,0.0,0.0
186800,1.059248845341813e-06,6.75892711662697e-07,7.112682167764912e-08,2.5314970977628307e-08,1.076697078912451e-10,3.4580423835327846e-89,0.0,0.0
186900,1.0579189888828859e-06,6.776598746167516e-07,7.12212089691231e-08,2.423840412818776e-08,9.907421565865357e-11,1.5543698760275897e-89,0.0,0.0
187000,1.0565897046383282e-06,6.794382459053909e-07,7.132058924788615e-08,2.3195845513044082e-08,9.11215155660242e-11,6.974993078830011e-90,0.0,0.0
187100,1.0552609957310125e-06,6.812270037888041e-07,7.142493078045541e-08,2.218686179752082e-08,8.376727922532618e-11,3.124629595970523e-90,0.0,0.0
187200,1.0539328652860243e-06,6.830253119600375e-07,7.153420065499044e-08,2.1210989389968774e-08,7.696992591926945e-11,1.3973932915058975e-90,0.0,0.0
187300,1.052605316430583e-06,6.848323199473478e-07,7.164836478510946e-08,2.026773657567859e-08,7.069047681331371e-11,6.238843864439951e-91,0.0,0.0
187400,1.051278352293959e-06,6.866471635340609e-07,7.176738791410355e-08,1.9356585634717342e-08,6.48924150251197e-11,2.7807050838935167e-91,0.0,0.0
