True Amplitude,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
285900,3.1243295186987135e-07,1.9969100351510344e-07,1.2865392448535394e-09,4.729971593482212e-58,4.932955929909805e-10,0.0,0.0,0.0
286000,3.1228213331634356e-07,1.9927016629467456e-07,1.2560374059334759e-09,3.347134238717644e-58,5.309026200703236e-10,0.0,0.0,0.0
286100,3.1213220330818084e-07,1.9885210835818552e-07,1.2261666542350172e-09,2.3673626348823626e-58,5.711046356194658e-10,0.0,0.0,0.0
286200,3.1198316044148934e-07,1.9843680177526664e-07,1.196916413285898e-09,1.6735300213288274e-58,6.140584126367367e-10,0.0,0.0,0.0
286300,3.1183500331327974e-07,1.9802421881058226e-07,1.1682762204374606e-09,1.1824404742155836e-58,6.599284773107334e-10,0.0,0.0,0.0
286400,3.116877305214757e-07,1.976143319257836e-07,1.1402357272537014e-09,8.350300928188473e-59,7.088873671324692e-10,0.0,0.0,0.0
286500,3.115413406649235e-07,1.9720711378136978e-07,1.1127846998487846e-09,5.89389001569587e-59,7.611158885777672e-10,0.0,0.0,0.0
286600,3.1139583234339924e-07,1.9680253723845802e-07,1.0859130191739787e-09,4.157947374460648e-59,8.16803373564448e-10,0.0,0.0,0.0
286700,3.1125120415761955e-07,1.9640057536046292e-07,1.0596106812550073e-09,2.931791017196689e-59,8.761479338344806e-10,0.0,0.0,0.0
286800,3.111074547092485e-07,1.9600120141468893e-07,1.033867797381163e-09,2.066160677418698e-59,9.393567123551228e-10,0.0,0.0,0.0
286900,3.1096458260090706e-07,1.9560438887383443e-07,1.0086745942469448e-09,1.4553660325587347e-59,1.0066461307774114e-09,0.0,0.0,0.0
287000,3.108225864361815e-07,1.9521011141740986e-07,9.840214140475752e-10,1.0246072808229797e-59,1.0782421319331734e-09,0.0,0.0,0.0
287100,3.106814648196322e-07,1.9481834293307166e-07,9.598987145293668e-10,7.209741626147574e-60,1.154380416295812e-09,0.0,0.0,0.0
287200,3.105412163568017e-07,1.9442905751787237e-07,9.362970689959143e-10,5.070596186598714e-60,1.2353066712731248e-09,0.0,0.0,0.0
287300,3.1040183965422387e-07,1.940422294794275e-07,9.132071662714403e-10,3.5643095168874737e-60,1.3212767921450489e-09,0.0,0.0,0.0
287400,3.102633333194313e-07,1.9365783333700392e-07,8.906198106220673e-10,2.504199101806847e-60,1.4125570934029964e-09,0.0,0.0,0.0
287500,3.1012569596096516e-07,1.9327584382252538e-07,8.685259216363237e-10,1.7584878064685503e-60,1.5094245091940512e-09,0.0,0.0,0.0
287600,3.0998892618838215e-07,1.928962358815019e-07,8.46916534065852e-10,1.2342039372663037e-60,1.6121667815194826e-09,0.0,0.0,0.0
287700,3.0985302261226404e-07,1.9251898467388133e-07,8.25782797627274e-10,8.657879845931443e-61,1.7210826347865149e-09,0.0,0.0,0.0
287800,3.0971798384422507e-07,1.9214406557482438e-07,8.051159767665048e-10,6.070343146990561e-61,1.836481935261687e-09,0.0,0.0,0.0
287900,3.095838084969208e-07,1.9177145417540595e-07,7.849074503862719e-10,4.253946166893356e-61,1.9586858339282222e-09,0.0,0.0,0.0
288000,3.094504951840563e-07,1.9140112628324307e-07,7.651487115381098e-10,2.9795302438238144e-61,2.0880268912043935e-09,0.0,0.0,0.0
288100,3.0931804252039397e-07,1.9103305792304972e-07,7.458313670797644e-10,2.085838441200508e-61,2.2248491819396615e-09,0.0,0.0,0.0
288200,3.0918644912176227e-07,1.9066722533712284e-07,7.269471372989406e-10,1.4594546230719403e-61,2.369508379065995e-09,0.0,0.0,0.0
288300,3.090557136050635e-07,1.90303604985757e-07,7.08487855504627e-10,1.0206517548692563e-61,2.522371814249199e-09,0.0,0.0,0.0
288400,3.0892583458828193e-07,1.8994217354759196e-07,6.904454675867346e-10,7.13414015642804e-62,2.6838185138541134e-09,0.0,0.0,0.0
288500,3.087968106904921e-07,1.8958290791989342e-07,6.728120315452711e-10,4.984054105771196e-62,2.8542392085137937e-09,0.0,0.0,0.0
288600,3.0866864053186667e-07,1.892257852187679e-07,6.555797169899286e-10,3.4801736937479716e-62,3.034036314571016e-09,0.0,0.0,0.0
288700,3.085413227336843e-07,1.888707827793131e-07,6.387408046110161e-10,2.428824595221919e-62,3.223623885647646e-09,0.0,0.0,0.0
288800,3.084148559183379e-07,1.8851787815570578e-07,6.222876856228229e-10,1.6942146966888683e-62,3.423427532587545e-09,0.0,0.0,0.0
288900,3.0828923870934266e-07,1.8816704912122816e-07,6.062128611803089e-10,1.1811846595320612e-62,3.633884310017912e-09,0.0,0.0,0.0
289000,3.081644697313434e-07,1.8781827366823256e-07,5.905089417699888e-10,8.230840990555181e-63,3.8554425677764415e-09,0.0,0.0,0.0
289100,3.0804054761012283e-07,1.874715300080485e-07,5.751686465761245e-10,5.732547817434096e-63,4.088561765465475e-09,0.0,0.0,0.0
289200,3.0791747097260934e-07,1.8712679657083107e-07,5.601848028229396e-10,3.9905083221331295e-63,4.333712248411794e-09,0.0,0.0,0.0
289300,3.077952384468849e-07,1.8678405200535234e-07,5.455503450939392e-10,2.7764241683308856e-63,4.59137498333989e-09,0.0,0.0,0.0
289400,3.076738486621924e-07,1.8644327517873866e-07,5.31258314629154e-10,1.9307252312293168e-63,4.862041252099247e-09,0.0,0.0,0.0
289500,3.075533002489439e-07,1.8610444517615242e-07,5.173018586011565e-10,1.3419371886395946e-63,5.146212301833116e-09,0.0,0.0,0.0
289600,3.0743359183872795e-07,1.8576754130042178e-07,5.036742293708536e-10,9.322254722100719e-64,5.444398950026965e-09,0.0,0.0,0.0
289700,3.07314722064317e-07,1.8543254307161873e-07,4.903687837237577e-10,6.47271973815652e-64,5.757121142939749e-09,0.0,0.0,0.0
289800,3.071966895596761e-07,1.8509943022658672e-07,4.773789820877229e-10,4.491896086672276e-64,6.0849074659897675e-09,0.0,0.0,0.0
289900,3.070794929599689e-07,1.8476818271841851e-07,4.646983877329251e-10,3.115657136065122e-64,6.42829460475096e-09,0.0,0.0,0.0
290000,3.0696313090156664e-07,1.844387807158874e-07,4.5232066595486293e-10,2.159964824196604e-64,6.7878267553077305e-09,0.0,0.0,0.0
290100,3.0684760202205463e-07,1.8411120460283065e-07,4.4023958324132017e-10,1.4966517511964961e-64,7.164054982814789e-09,0.0,0.0,0.0
290200,3.067329049602401e-07,1.8378543497748742e-07,4.284490064239318e-10,1.0365061858787761e-64,7.557536527224772e-09,0.0,0.0,0.0
290300,3.0661903835616e-07,1.8346145265179326e-07,4.169429018152662e-10,7.174639744048244e-65,7.96883405526562e-09,0.0,0.0,0.0
290400,3.0650600085108775e-07,1.8313923865063068e-07,4.05715334332148e-10,4.963698111800318e-65,8.398514857886062e-09,0.0,0.0,0.0
290500,3.0639379108754077e-07,1.828187742110377e-07,3.947604666059251e-10,3.432319296366889e-65,8.847149992526671e-09,0.0,0.0,0.0
290600,3.0628240770928804e-07,1.8250004078137647e-07,3.840725580805513e-10,2.372176854675206e-65,9.315313369732012e-09,0.0,0.0,0.0
290700,3.061718493613572e-07,1.8218302002046162e-07,3.7364596409906875e-10,1.6386398301530289e-65,9.80358078378003e-09,0.0,0.0,0.0
290800,3.0606211469004203e-07,1.8186769379664954e-07,3.634751349793256e-10,1.1313500758500171e-65,1.0312528887182894e-08,0.0,0.0,0.0
290900,3.05953202342909e-07,1.8155404418689212e-07,3.535546150795852e-10,7.807061026140863e-66,1.0842734109092235e-08,0.0,0.0,0.0
291000,3.0584511096880547e-07,1.8124205347575218e-07,3.4387904185467487e-10,5.384621718414281e-66,1.1394771517840779e-08,0.0,0.0,0.0
291100,3.0573783921786575e-07,1.8093170415438555e-07,3.344431449034534e-10,3.711930904551513e-66,1.196921362805081e-08,0.0,0.0,0.0
291200,3.0563138574151907e-07,1.8062297891948827e-07,3.2524174500813845e-10,2.5575352542201894e-66,1.2566629152956642e-08,0.0,0.0,0.0
291300,3.055257491924961e-07,1.8031586067221044e-07,3.1626975316624173e-10,1.761247683566352e-66,1.3187581702801698e-08,0.0,0.0,0.0
291400,3.054209282248364e-07,1.800103325170398e-07,3.0752216961570077e-10,1.212261468578918e-66,1.3832628430405435e-08,0.0,0.0,0.0
291500,3.053169214938947e-07,1.7970637776065337e-07,2.989940828537991e-10,8.339676961196497e-67,1.4502318625225095e-08,0.0,0.0,0.0
291600,3.0521372765634866e-07,1.794039799107392e-07,2.906806686505669e-10,5.7342842346556614e-67,1.5197192257484803e-08,0.0,0.0,0.0
291700,3.0511134537020535e-07,1.7910312267479052e-07,2.825771890571477e-10,3.940816965692798e-67,1.5917778474184498e-08,0.0,0.0,0.0
291800,3.0500977329480836e-07,1.7880378995887207e-07,2.746789914097988e-10,2.7068885362075986e-67,1.6664594049061217e-08,0.0,0.0,0.0
291900,3.0490901009084434e-07,1.7850596586635856e-07,2.6698150733005547e-10,1.858367244535546e-67,1.7438141788825914e-08,0.0,0.0,0.0
292000,3.0480905442034973e-07,1.782096346966496e-07,2.5948025172157466e-10,1.2751749471353463e-67,1.8238908898265718e-08,0.0,0.0,0.0
292100,3.0470990494671814e-07,1.779147809438586e-07,2.521708217642796e-10,8.745508414174862e-68,1.906736530705453e-08,0.0,0.0,0.0
292200,3.046115603347067e-07,1.7762138929547843e-07,2.450488959062332e-10,5.994837464275851e-68,1.9923961961387604e-08,0.0,0.0,0.0
292300,3.0451401925044227e-07,1.7732944463102508e-07,2.381102328538257e-10,4.107209199121219e-68,2.0809129083811693e-08,0.0,0.0,0.0
292400,3.044172803614289e-07,1.7703893202065868e-07,2.3135067056074558e-10,2.8125049525806862e-68,2.1723274404892628e-08,0.0,0.0,0.0
292500,3.0432134233655426e-07,1.7674983672378463e-07,2.2476612521618825e-10,1.9249383647390237e-68,2.2666781370612447e-08,0.0,0.0,0.0
292600,3.042262038460956e-07,1.7646214418763455e-07,2.1835259023283928e-10,1.3167927330436246e-68,2.3640007329654576e-08,0.0,0.0,0.0
292700,3.0413186356172715e-07,1.7617584004582877e-07,2.121061352350122e-10,9.00316220324773e-69,2.4643281704980074e-08,0.0,0.0,0.0
292800,3.040383201565261e-07,1.758909101169201e-07,2.0602290504744803e-10,6.152474020710736e-69,2.5676904154351897e-08,0.0,0.0,0.0
292900,3.039455723049789e-07,1.7560734040292162e-07,2.0009911868518106e-10,4.2022468763119036e-69,2.674114272469135e-08,0.0,0.0,0.0
293000,3.038536186829884e-07,1.753251170878174e-07,1.9433106834486513e-10,2.86873477543824e-69,2.783623200539251e-08,0.0,0.0,0.0
293100,3.037624579678796e-07,1.7504422653605842e-07,1.8871511839802748e-10,1.9573851701122526e-69,2.896237128592983e-08,0.0,0.0,0.0
293200,3.036720888384059e-07,1.7476465529104384e-07,1.83247704386568e-10,1.3348708511362622e-69,3.011972272331276e-08,0.0,0.0,0.0
293300,3.035825099747566e-07,1.7448639007358866e-07,1.779253320209462e-10,9.098698334601338e-70,3.130840952512301e-08,0.0,0.0,0.0
293400,3.034937200585613e-07,1.742094177803786e-07,1.7274457618139843e-10,6.198638987043342e-70,3.252851415406308e-08,0.0,0.0,0.0
293500,3.034057177728975e-07,1.7393372548241317e-07,1.6770207992251798e-10,4.220758280528047e-70,3.3780076560102727e-08,0.0,0.0,0.0
293600,3.0331850180229686e-07,1.7365930042343734e-07,1.6279455348159846e-10,2.8725108606510923e-70,3.506309244646095e-08,0.0,0.0,0.0
293700,3.032320708327503e-07,1.7338613001836257e-07,1.580187732910069e-10,1.9539342164271863e-70,3.637751157578459e-08,0.0,0.0,0.0
293800,3.0314642355171513e-07,1.7311420185167917e-07,1.5337158099495814e-10,1.3284195470691059e-70,3.7723236123011963e-08,0.0,0.0,0.0
293900,3.030615586481204e-07,1.728435036758583e-07,1.4884988247097757e-10,9.026879336465516e-71,3.910011908147032e-08,0.0,0.0,0.0
294000,3.029774748123738e-07,1.725740234097473e-07,1.4445064685633157e-10,6.130798995435199e-71,4.050796272885132e-08,0.0,0.0,0.0
294100,3.0289417073636684e-07,1.723057491369568e-07,1.401709055797571e-10,4.161726907836548e-71,4.194651715973526e-08,0.0,0.0,0.0
294200,3.028116451134811e-07,1.7203866910424097e-07,1.3600775139870956e-10,2.8236257894605787e-71,4.341547889136059e-08,0.0,0.0,0.0
294300,3.0272989663859445e-07,1.7177277171987237e-07,1.3195833744243716e-10,1.9147750584187463e-71,4.491448954932778e-08,0.0,0.0,0.0
294400,3.026489240080865e-07,1.7150804555201133e-07,1.2801987626111716e-10,1.2977930505534275e-71,4.644313463989651e-08,0.0,0.0,0.0
294500,3.025687259198449e-07,1.7124447932707008e-07,1.2418963888127853e-10,8.791645890260292e-72,4.800094241546863e-08,0.0,0.0,0.0
294600,3.0248930107327064e-07,1.70982061928074e-07,1.2046495386778347e-10,5.952672517824586e-72,4.958738283978461e-08,0.0,0.0,0.0
294700,3.024106481692843e-07,1.7072078239301825e-07,1.1684320639254183e-10,4.028383930450386e-72,5.12018666592113e-08,0.0,0.0,0.0
294800,3.0233276591033157e-07,1.70460629913223e-07,1.1332183731020806e-10,2.724750741623586e-72,5.28437445863897e-08,0.0,0.0,0.0
294900,3.0225565300038886e-07,1.7020159383168551e-07,1.0989834224104542e-10,1.8420430025207183e-72,5.451230660232006e-08,0.0,0.0,0.0
295000,3.0217930814496927e-07,1.6994366364143134e-07,1.0657027066113571e-10,1.2446573562525443e-72,5.6206781382764674e-08,0.0,0.0,0.0
295100,3.0210373005112793e-07,1.6968682898386428e-07,1.0333522500015215e-10,8.405758654994994e-73,5.7926335854620175e-08,0.0,0.0,0.0
295200,3.020289174274677e-07,1.6943107964711644e-07,1.0019085974682401e-10,5.67389223818949e-73,5.967007488764145e-08,0.0,0.0,0.0
295300,3.0195486898414466e-07,1.6917640556439835e-07,9.713488056229305e-11,3.8279152190496784e-73,6.143704112663501e-08,0.0,0.0,0.0
295400,3.0188158343287383e-07,1.6892279681234918e-07,9.416504340150031e-11,2.5811937105353314e-73,6.322621496888177e-08,0.0,0.0,0.0
295500,3.0180905948693426e-07,1.6867024360939001e-07,9.12791536427366e-11,1.739626226870761e-73,6.503651469124233e-08,0.0,0.0,0.0
295600,3.0173729586117483e-07,1.6841873631407713e-07,8.84750652255254e-11,1.1718401001013677e-73,6.686679673100127e-08,0.0,0.0,0.0
295700,3.016662912720193e-07,1.6816826542345888e-07,8.575067979692812e-11,7.88965158533175e-74,6.87158561241139e-08,0.0,0.0,0.0
295800,3.015960444374723e-07,1.6791882157143479e-07,8.310394586642366e-11,5.309142163901294e-74,7.05824271040917e-08,0.0,0.0,0.0
295900,3.0152655407712364e-07,1.6767039552711884e-07,8.053285796946025e-11,3.5708198894671135e-74,7.246518386431326e-08,0.0,0.0,0.0
296000,3.0145781891215456e-07,1.6742297819320517e-07,7.803545583977397e-11,2.4004275142600537e-74,7.436274148606437e-08,0.0,0.0,0.0
296100,3.013898376653424e-07,1.6717656060433996e-07,7.560982359059136e-11,1.6128215125317585e-74,7.627365703414038e-08,0.0,0.0,0.0
296200,3.0132260906106604e-07,1.6693113392549655e-07,7.325408890479266e-11,1.0830813551037804e-74,7.819643082128417e-08,0.0,0.0,0.0
296300,3.012561318253108e-07,1.6668668945035622e-07,7.09664222341083e-11,7.26964012633932e-75,8.012950784224058e-08,0.0,0.0,0.0
296400,3.011904046856741e-07,1.664432185996954e-07,6.874503600744667e-11,4.876877033405458e-75,8.207127937762959e-08,0.0,0.0,0.0
296500,3.011254263713699e-07,1.6620071291977755e-07,6.65881838483924e-11,3.2700000475471497e-75,8.402008476728139e-08,0.0,0.0,0.0
296600,3.010611956132342e-07,1.6595916408075239e-07,6.449415980195692e-11,2.1914459979166413e-75,8.597421335209539e-08,0.0,0.0,0.0
296700,3.009977111437297e-07,1.657185638750621e-07,6.24612975706271e-11,1.4678809958145156e-75,8.793190658289407e-08,0.0,0.0,0.0
296800,3.009349716969512e-07,1.654789042158539e-07,6.04879697597496e-11,9.827159005309321e-76,8.989136029413578e-08,0.0,0.0,0.0
296900,3.008729760086301e-07,1.6524017713540123e-07,5.857258713231302e-11,6.575702838426861e-76,9.185072713976946e-08,0.0,0.0,0.0
297000,3.008117228161397e-07,1.6500237478353233e-07,5.6713597873137655e-11,4.397779344361452e-76,9.380811918786255e-08,0.0,0.0,0.0
297100,3.007512108584996e-07,1.6476548942606695e-07,5.490948686252138e-11,2.9396914683172146e-76,9.576161067006559e-08,0.0,0.0,0.0
297200,3.006914388763807e-07,1.6452951344326225e-07,5.3158774959356866e-11,1.9640255323629923e-76,9.770924088134403e-08,0.0,0.0,0.0
297300,3.006324056121105e-07,1.6429443932826733e-07,5.146001829372955e-11,1.3115038421099772e-76,9.964901722481048e-08,0.0,0.0,0.0
297400,3.005741098096768e-07,1.640602596855869e-07,4.9811807569026406e-11,8.753244622316532e-77,1.0157891839589159e-07,0.0,0.0,0.0
297500,3.005165502147332e-07,1.638269672295553e-07,4.821276737354074e-11,5.839096122186809e-77,1.0349689769948087e-07,0.0,0.0,0.0
297600,3.0045972557460353e-07,1.6359455478281925e-07,4.666155550159187e-11,3.893133030707922e-77,1.054008864931401e-07,0.0,0.0,0.0
297700,3.0040363463828635e-07,1.6336301527483165e-07,4.5156862284148683e-11,2.594358114430106e-77,1.0728879774888288e-07,0.0,0.0,0.0
297800,3.003482761564598e-07,1.631323417403556e-07,4.3697409928942445e-11,1.727975834524279e-77,1.0915852972548401e-07,0.0,0.0,0.0
297900,3.0029364888148596e-07,1.6290252731797928e-07,4.2281951870071695e-11,1.1503300519548984e-77,1.1100796974278526e-07,0.0,0.0,0.0
298000,3.0023975156741503e-07,1.626735652486409e-07,4.090927212706333e-11,7.653927203583768e-78,1.1283499804893958e-07,0.0,0.0,0.0
298100,3.001865829699905e-07,1.6244544887416654e-07,3.9578184673382714e-11,5.090064076219992e-78,1.1463749177107524e-07,0.0,0.0,0.0
298200,3.001341418466532e-07,1.6221817163581783e-07,3.828753281436059e-11,3.3832900549818193e-78,1.1641332893941531e-07,0.0,0.0,0.0
298300,3.0008242695654566e-07,1.619917270728522e-07,3.703618857450208e-11,2.2476685837059506e-78,1.1816039257447568e-07,0.0,0.0,0.0
298400,3.000314370605162e-07,1.6176610882109467e-07,3.58230520941564e-11,1.492458896346416e-78,1.198765748265768e-07,0.0,0.0,0.0
298500,2.99981170921124e-07,1.6154131061152241e-07,3.4647051035494464e-11,9.90488741346664e-79,1.2155978115658406e-07,0.0,0.0,0.0
298600,2.999316273026426e-07,1.6131732626886002e-07,3.350713999776558e-11,6.570127055457715e-79,1.2320793454644388e-07,0.0,0.0,0.0
298700,2.998828049710644e-07,1.6109414971018957e-07,3.240229994178378e-11,4.3558714409299935e-79,1.2481897972785235e-07,0.0,0.0,0.0
298800,2.9983470269410535e-07,1.6087177494357142e-07,3.133153762359052e-11,2.88637928739841e-79,1.2639088741714628e-07,0.0,0.0,0.0
298900,2.9978731924120796e-07,1.6065019606667872e-07,3.0293885037254806e-11,1.9116518691231853e-79,1.2792165854432222e-07,0.0,0.0,0.0
299000,2.997406533835467e-07,1.604294072654452e-07,2.928839886674253e-11,1.2654391681619238e-79,1.294093284639549e-07,0.0,0.0,0.0
299100,2.9969470389403117e-07,1.6020940281272558e-07,2.8314159946809305e-11,8.372416023030702e-80,1.3085197113568424e-07,0.0,0.0,0.0
299200,2.9964946954731017e-07,1.5999017706696936e-07,2.7370272732851863e-11,5.536526566391995e-80,1.3224770326188688e-07,0.0,0.0,0.0
299300,2.996049491197768e-07,1.5977172447090885e-07,2.645586477965232e-11,3.659325454834836e-80,1.3359468837016373e-07,0.0,0.0,0.0
299400,2.9956114138957097e-07,1.5955403955025996e-07,2.557008622895959e-11,2.4173623054050383e-80,1.3489114082828614e-07,0.0,0.0,0.0
299500,2.995180451365839e-07,1.59337116912437e-07,2.4712109305829087e-11,1.5960978601217494e-80,1.3613532977936732e-07,0.0,0.0,0.0
299600,2.994756591424624e-07,1.591209512452819e-07,2.3881127823660578e-11,1.0533054843164111e-80,1.3732558298514592e-07,0.0,0.0,0.0
299700,2.994339821906121e-07,1.5890553731580683e-07,2.3076356697858125e-11,6.947462897197736e-81,1.3846029056546247e-07,0.0,0.0,0.0
299800,2.993930130662017e-07,1.5869086996895082e-07,2.229703146803525e-11,4.580102393801715e-81,1.3953790862224321e-07,0.0,0.0,0.0
299900,2.993527505561664e-07,1.5847694412635146e-07,2.1542407828697643e-11,3.0178746638385115e-81,1.4055696273658785e-07,0.0,0.0,0.0
300000,2.99313193449212e-07,1.5826375478512998e-07,2.081176116831584e-11,1.9874868838074327e-81,1.4151605132787995e-07,0.0,0.0,0.0
300100,2.99274340535818e-07,1.580512970166914e-07,2.010438611671673e-11,1.308230903690338e-81,1.4241384886422809e-07,0.0,0.0,0.0
300200,2.992361906082421e-07,1.5783956596553892e-07,1.941959610070934e-11,8.606797743943889e-82,1.4324910891393493e-07,0.0,0.0,0.0
300300,2.9919874246052294e-07,1.5762855684810258e-07,1.8756722907859654e-11,5.659471160595436e-82,1.4402066702817697e-07,0.0,0.0,0.0
300400,2.9916199488848427e-07,1.574182649515835e-07,1.8115116258337982e-11,3.719522289296966e-82,1.44727443445562e-07,0.0,0.0,0.0
300500,2.9912594668973836e-07,1.5720868563281168e-07,1.749414338474454e-11,2.4432929422244427e-82,1.4536844560977307e-07,0.0,0.0,0.0
300600,2.9909059666368923e-07,1.5699981431711937e-07,1.6893188619834523e-11,1.6041352263718e-82,1.459427704920854e-07,0.0,0.0,0.0
300700,2.990559436115364e-07,1.5679164649722928e-07,1.6311652992051425e-11,1.0526487325499876e-82,1.4644960671114553e-07,0.0,0.0,0.0
300800,2.990219863362782e-07,1.5658417773215725e-07,1.5748953828778303e-11,6.904035699725625e-83,1.468882364430561e-07,0.0,0.0,0.0
300900,2.989887236427153e-07,1.5637740364613002e-07,1.5204524367223092e-11,4.525844678527787e-83,1.472580371154623e-07,0.0,0.0,0.0
301000,2.989561543374537e-07,1.561713199275184e-07,1.4677813372840503e-11,2.965331991398593e-83,1.4755848288005143e-07,0.0,0.0,0.0
301100,2.9892427722890825e-07,1.55965922327785e-07,1.4168284765205268e-11,1.9418874772028554e-83,1.4778914585858666e-07,0.0,0.0,0.0
301200,2.988930911273063e-07,1.5576120666044688e-07,1.3675417251242211e-11,1.2710184644112536e-83,1.4794969715834432e-07,0.0,0.0,0.0
301300,2.9886259484469006e-07,1.5555716880005393e-07,1.3198703965718674e-11,8.314894033560505e-84,1.480399076535794e-07,0.0,0.0,0.0
301400,2.988327871949205e-07,1.5535380468118242e-07,1.2737652118911756e-11,5.436740929233878e-84,1.480596485304219e-07,0.0,0.0,0.0
301500,2.988036669936804e-07,1.5515111029744193e-07,1.2291782651350032e-11,3.5530197270491776e-84,1.4800889159338908e-07,0.0,0.0,0.0
301600,2.9877523305847714e-07,1.5494908170050045e-07,1.186062989554164e-11,2.3207783241166086e-84,1.4788770933249337e-07,0.0,0.0,0.0
301700,2.9874748420864606e-07,1.5474771499912197e-07,1.1443741244591712e-11,1.5151190573064699e-84,1.4769627475072166e-07,0.0,0.0,0.0
301800,2.987204192653534e-07,1.545470063582204e-07,1.1040676827613389e-11,9.886371425708301e-85,1.4743486095246125e-07,0.0,0.0,0.0
301900,2.9869403705159936e-07,1.543469519979291e-07,1.0651009191841834e-11,6.447689944197761e-85,1.4710384049424306e-07,0.0,0.0,0.0
302000,2.986683363922209e-07,1.5414754819268455e-07,1.0274322991351507e-11,4.202893912426909e-85,1.4670368449996205e-07,0.0,0.0,0.0
302100,2.98643316113895e-07,1.5394879127032586e-07,9.910214682285621e-12,2.738229035453518e-85,1.4623496154351683e-07,0.0,0.0,0.0
302200,2.9861897504514103e-07,1.5375067761120958e-07,9.558292224501482e-12,1.7830691055184207e-85,1.456983363025774e-07,0.0,0.0,0.0
302300,2.985953120163242e-07,1.535532036473392e-07,9.218174789535128e-12,1.1604959782109569e-85,1.4509456798794387e-07,0.0,0.0,0.0
302400,2.985723258596577e-07,1.5335636586151018e-07,8.889492474794347e-12,7.549117145753545e-86,1.4442450855368825e-07,0.0,0.0,0.0
302500,2.9855001540920626e-07,1.531601607864702e-07,8.571886023880876e-12,4.908239546051982e-86,1.436891006939902e-07,0.0,0.0,0.0
302600,2.9852837950088807e-07,1.529645850040943e-07,8.265006552951226e-12,3.189571898394745e-86,1.4288937563325505e-07,0.0,0.0,0.0
302700,2.9850741697247804e-07,1.5276963514457522e-07,7.968515283019953e-12,2.0716486577653797e-86,1.4202645071676817e-07,0.0,0.0,0.0
302800,2.9848712666361016e-07,1.5257530788562912e-07,7.682083278110875e-12,1.3448593604296154e-86,1.4110152680976132e-07,0.0,0.0,0.0
302900,2.984675074157803e-07,1.52381599951716e-07,7.405391189165267e-12,8.725989734681703e-87,1.4011588551336638e-07,0.0,0.0,0.0
303000,2.984485580723489e-07,1.5218850811327562e-07,7.138129003610488e-12,5.6588682910713775e-87,1.3907088620648678e-07,0.0,0.0,0.0
303100,2.9843027747854286e-07,1.519960291859781e-07,6.8799958004992525e-12,3.667934187545408e-87,1.3796796292314463e-07,0.0,0.0,0.0
303200,2.9841266448145905e-07,1.518041600299895e-07,6.630699511125778e-12,2.3762413225387107e-87,1.3680862107532978e-07,0.0,0.0,0.0
303300,2.9839571793006595e-07,1.516128975492532e-07,6.38995668502643e-12,1.5386385656313697e-87,1.3559443403183828e-07,0.0,0.0,0.0
303400,2.9837943667520635e-07,1.5142223869078497e-07,6.1574922612757985e-12,9.957716189851731e-88,1.3432703956396535e-07,0.0,0.0,0.0
303500,2.9836381956960013e-07,1.512321804439841e-07,5.933039344984679e-12,6.441098415391927e-88,1.3300813616928222e-07,0.0,0.0,0.0
303600,2.9834886546784576e-07,1.5104271983995855e-07,5.7163389889124425e-12,4.1642537576964214e-88,1.316394792850296e-07,0.0,0.0,0.0
303700,2.983345732264234e-07,1.5085385395086593e-07,5.507139980103088e-12,2.69086244949973e-88,1.3022287740292366e-07,0.0,0.0,0.0
303800,2.9832094170369693e-07,1.5066557988926838e-07,5.305198631455675e-12,1.7378923466883846e-88,1.287601880973797e-07,0.0,0.0,0.0
303900,2.9830796975991605e-07,1.5047789480750268e-07,5.110278578142497e-12,1.1218409884090322e-88,1.2725331397933767e-07,0.0,0.0,0.0
304000,2.982956562572187e-07,1.502907958970655e-07,4.922150578786887e-12,7.237970307904502e-89,1.2570419858796504e-07,0.0,0.0,0.0
304100,2.982840000596329e-07,1.501042803880122e-07,4.7405923213132276e-12,4.667446528226528e-89,1.241148222326219e-07,0.0,0.0,0.0
304200,2.982730000330796e-07,1.4991834554837192e-07,4.565388233385329e-12,3.0082849140708943e-89,1.2248719779746122e-07,0.0,0.0,0.0
304300,2.9826265504537356e-07,1.4973298868357604e-07,4.396329297345686e-12,1.9379190902072186e-89,1.2082336652103114e-07,0.0,0.0,0.0
304400,2.982529639662268e-07,1.4954820713590145e-07,4.23321286957344e-12,1.2477551658410635e-89,1.1912539376317307e-07,0.0,0.0,0.0
304500,2.9824392566724973e-07,1.4936399828392926e-07,4.0758425041767204e-12,8.02971577056755e-90,1.1739536477138887e-07,0.0,0.0,0.0
304600,2.9823553902195315e-07,1.49180359542017e-07,3.924027780936165e-12,5.16473483895998e-90,1.1563538045869366e-07,0.0,0.0,0.0
304700,2.982278029057506e-07,1.489972883597855e-07,3.777584137419674e-12,3.3202665236654846e-90,1.1384755320477149e-07,0.0,0.0,0.0
304800,2.9822071619596026e-07,1.4881478222162099e-07,3.636332705185501e-12,2.133412937682506e-90,1.1203400269198166e-07,0.0,0.0,0.0
304900,2.982142777718062e-07,1.4863283864619058e-07,3.500100149995509e-12,1.3701053518783536e-90,1.1019685178751917e-07,0.0,0.0,0.0
305000,2.98208486514421e-07,1.4845145518597264e-07,3.36871851595879e-12,8.794477894145874e-91,1.0833822248266756e-07,0.0,0.0,0.0
